label,c,K,beta,alpha,selected_method,count,stability,outside_sign,edge_sign,edge_kind,edge_radius,sign_comparison,uncertain_sign_changes,baseline_origin_count,rational_vector
negative_016_fold,422149706891317828755254270896347043/1000000000000000000000000000000000000,-4594472569368527185845421140981277689/50000000000000000000000000000000000,0,-700,double_full_return,0,,,-1,scan_cap,2.353852668369765e+17,unresolved,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-700"", ""0"", ""-10"", ""11/5"", ""422149706891317828755254270896347043/1000000000000000000000000000000000000""]"
negative_016_pair,66003151845992888401062966644405507629/156250000000000000000000000000000000000,-714632307858547593118151568380775912567/7812500000000000000000000000000000000,0,-700,double_full_return,2,US,-1,-1,scan_cap,2.353852668369765e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-700"", ""0"", ""-10"", ""11/5"", ""66003151845992888401062966644405507629/156250000000000000000000000000000000000""]"
negative_016_hopf_1,66003151845992888401062966644405507629/156250000000000000000000000000000000000,-714632307858547593118151568380775912567/7812500000000000000000000000000000000,512767940084551/100000000000000000,-700,double_full_return,3,SUS,-1,-1,scan_cap,2.353852668369765e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-700"", ""512767940084551/100000000000000000"", ""-10"", ""11/5"", ""66003151845992888401062966644405507629/156250000000000000000000000000000000000""]"
negative_016_hopf_0.1,66003151845992888401062966644405507629/156250000000000000000000000000000000000,-714632307858547593118151568380775912567/7812500000000000000000000000000000000,25638397004227551/50000000000000000000,-700,double_full_return,3,SUS,-1,-1,scan_cap,2.353852668369765e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-700"", ""25638397004227551/50000000000000000000"", ""-10"", ""11/5"", ""66003151845992888401062966644405507629/156250000000000000000000000000000000000""]"
negative_017_fold,200307042042529220581856337258443627/500000000000000000000000000000000000,-4906092987918321456794543772042561339/25000000000000000000000000000000000,0,-1300,double_full_return,0,,,-1,scan_cap,2.353852668369765e+17,unresolved,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1300"", ""0"", ""-10"", ""11/5"", ""200307042042529220581856337258443627/500000000000000000000000000000000000""]"
negative_017_pair,4008426233763794909949570611213784919417/10000000000000000000000000000000000000000,-97795048571777327877211402596428756523369/500000000000000000000000000000000000000,0,-1300,double_full_return,2,US,-1,-1,scan_cap,2.353852668369765e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1300"", ""0"", ""-10"", ""11/5"", ""4008426233763794909949570611213784919417/10000000000000000000000000000000000000000""]"
negative_017_hopf_1,4008426233763794909949570611213784919417/10000000000000000000000000000000000000000,-97795048571777327877211402596428756523369/500000000000000000000000000000000000000,22450362510745797/2500000000000000000,-1300,double_full_return,3,SUS,-1,-1,scan_cap,2.353852668369765e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1300"", ""22450362510745797/2500000000000000000"", ""-10"", ""11/5"", ""4008426233763794909949570611213784919417/10000000000000000000000000000000000000000""]"
negative_017_hopf_0.1,4008426233763794909949570611213784919417/10000000000000000000000000000000000000000,-97795048571777327877211402596428756523369/500000000000000000000000000000000000000,44900725021491597/50000000000000000000,-1300,double_full_return,3,SUS,-1,-1,scan_cap,2.353852668369765e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1300"", ""44900725021491597/50000000000000000000"", ""-10"", ""11/5"", ""4008426233763794909949570611213784919417/10000000000000000000000000000000000000000""]"
negative_018_fold,47755353097392524611790498278226033/125000000000000000000000000000000000,-325323347786046687810913556818540911/625000000000000000000000000000000,0,-3000,double_full_return,0,,,-1,scan_cap,2.353852668369765e+17,unresolved,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-3000"", ""0"", ""-10"", ""11/5"", ""47755353097392524611790498278226033/125000000000000000000000000000000000""]"
negative_018_pair,3822207399071230192326520289985204816321/10000000000000000000000000000000000000000,-25967155830649403653224830430488241061407/50000000000000000000000000000000000000,0,-3000,double_full_return,2,US,-1,-1,scan_cap,2.353852668369765e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-3000"", ""0"", ""-10"", ""11/5"", ""3822207399071230192326520289985204816321/10000000000000000000000000000000000000000""]"
negative_018_hopf_1,3822207399071230192326520289985204816321/10000000000000000000000000000000000000000,-25967155830649403653224830430488241061407/50000000000000000000000000000000000000,854840530836253/50000000000000000,-3000,double_full_return,3,SUS,-1,-1,scan_cap,2.353852668369765e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-3000"", ""854840530836253/50000000000000000"", ""-10"", ""11/5"", ""3822207399071230192326520289985204816321/10000000000000000000000000000000000000000""]"
negative_018_hopf_0.1,3822207399071230192326520289985204816321/10000000000000000000000000000000000000000,-25967155830649403653224830430488241061407/50000000000000000000000000000000000000,17096810616725061/10000000000000000000,-3000,double_full_return,3,SUS,-1,-1,scan_cap,2.353852668369765e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-3000"", ""17096810616725061/10000000000000000000"", ""-10"", ""11/5"", ""3822207399071230192326520289985204816321/10000000000000000000000000000000000000000""]"
positive_infinity_019_hopf_1,317138853909932986247785225356266954657/200000000000000000000000000000000000000,346042332617126945483047647176551933/50000000000000000000000000000000000,-61835223440382737/100000000000000000000,-48920846652342538909660952943531038660000/2488527393009262848725637478918936501227,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-48920846652342538909660952943531038660000/2488527393009262848725637478918936501227"", ""-61835223440382737/100000000000000000000"", ""-10"", ""11/5"", ""317138853909932986247785225356266954657/200000000000000000000000000000000000000""]"
negative_019_fold,366477126981994978770354980526011097/1000000000000000000000000000000000000,-989751603198055233526095214213877933/500000000000000000000000000000000,0,-10000,binary128_matching,0,,,-1,scan_cap,2.3538526683701997e+17,unresolved,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10000"", ""0"", ""-10"", ""11/5"", ""366477126981994978770354980526011097/1000000000000000000000000000000000000""]"
negative_019_pair,733200344770313882409946366957369128239/2000000000000000000000000000000000000000,-1976796207526547293490589963468939589371/1000000000000000000000000000000000000,0,-10000,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10000"", ""0"", ""-10"", ""11/5"", ""733200344770313882409946366957369128239/2000000000000000000000000000000000000000""]"
positive_infinity_019_hopf_0.1,317138853909932986247785225356266954657/200000000000000000000000000000000000000,346042332617126945483047647176551933/50000000000000000000000000000000000,-61835223440382739/1000000000000000000000,-48920846652342538909660952943531038660000/2488527393009262848725637478918936501227,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-48920846652342538909660952943531038660000/2488527393009262848725637478918936501227"", ""-61835223440382739/1000000000000000000000"", ""-10"", ""11/5"", ""317138853909932986247785225356266954657/200000000000000000000000000000000000000""]"
negative_019_hopf_1,733200344770313882409946366957369128239/2000000000000000000000000000000000000000,-1976796207526547293490589963468939589371/1000000000000000000000000000000000000,36332076559739961/1000000000000000000,-10000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10000"", ""36332076559739961/1000000000000000000"", ""-10"", ""11/5"", ""733200344770313882409946366957369128239/2000000000000000000000000000000000000000""]"
negative_019_hopf_0.1,733200344770313882409946366957369128239/2000000000000000000000000000000000000000,-1976796207526547293490589963468939589371/1000000000000000000000000000000000000,36332076559739963/10000000000000000000,-10000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10000"", ""36332076559739963/10000000000000000000"", ""-10"", ""11/5"", ""733200344770313882409946366957369128239/2000000000000000000000000000000000000000""]"
positive_infinity_020_fold,158838236868706038053547580341755653/100000000000000000000000000000000000,87136180732697650214751678407662051/12500000000000000000000000000000000,0,-24485447229307906008590067136306482040/1247220605555766418589023383759312183,binary128_matching,0,,,1,scan_cap,2.3538526683701997e+17,unresolved,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-24485447229307906008590067136306482040/1247220605555766418589023383759312183"", ""0"", ""-10"", ""11/5"", ""158838236868706038053547580341755653/100000000000000000000000000000000000""]"
negative_020_fold,352244976296378315281630687419397571/1000000000000000000000000000000000000,-1127405260739838531902062438386626719/50000000000000000000000000000000,0,-100000,binary128_matching,0,,,-1,scan_cap,2.3538526683701997e+17,unresolved,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-100000"", ""0"", ""-10"", ""11/5"", ""352244976296378315281630687419397571/1000000000000000000000000000000000000""]"
negative_020_pair,1761541805377267420551052714896729231457/5000000000000000000000000000000000000000,-5633540140850058373938420136135978453973/250000000000000000000000000000000000,0,-100000,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-100000"", ""0"", ""-10"", ""11/5"", ""1761541805377267420551052714896729231457/5000000000000000000000000000000000000000""]"
positive_infinity_020_pair,1588382368687061573048496436870013032897/1000000000000000000000000000000000000000,87136180732697650214751678407662051/12500000000000000000000000000000000,0,-244854472293079060085900671363064820400000/12472206055557677303533460805570143361867,binary128_matching,2,SU,1,1,scan_cap,2.3538526683701997e+17,agree,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-244854472293079060085900671363064820400000/12472206055557677303533460805570143361867"", ""0"", ""-10"", ""11/5"", ""1588382368687061573048496436870013032897/1000000000000000000000000000000000000000""]"
negative_020_hopf_1,1761541805377267420551052714896729231457/5000000000000000000000000000000000000000,-5633540140850058373938420136135978453973/250000000000000000000000000000000000,10980324750951283/100000000000000000,-100000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-100000"", ""10980324750951283/100000000000000000"", ""-10"", ""11/5"", ""1761541805377267420551052714896729231457/5000000000000000000000000000000000000000""]"
negative_020_hopf_0.1,1761541805377267420551052714896729231457/5000000000000000000000000000000000000000,-5633540140850058373938420136135978453973/250000000000000000000000000000000000,10980324750951283/1000000000000000000,-100000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-100000"", ""10980324750951283/1000000000000000000"", ""-10"", ""11/5"", ""1761541805377267420551052714896729231457/5000000000000000000000000000000000000000""]"
positive_infinity_020_hopf_1,1588382368687061573048496436870013032897/1000000000000000000000000000000000000000,87136180732697650214751678407662051/12500000000000000000000000000000000,-76198443543907071/100000000000000000000,-244854472293079060085900671363064820400000/12472206055557677303533460805570143361867,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-244854472293079060085900671363064820400000/12472206055557677303533460805570143361867"", ""-76198443543907071/100000000000000000000"", ""-10"", ""11/5"", ""1588382368687061573048496436870013032897/1000000000000000000000000000000000000000""]"
negative_021_fold,345815387851329735534301641625554171/1000000000000000000000000000000000000,-1196240733635372909122681942118904119/5000000000000000000000000000000,0,-1000000,binary128_matching,0,,,-1,scan_cap,2.3538526683701997e+17,unresolved,2,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1000000"", ""0"", ""-10"", ""11/5"", ""345815387851329735534301641625554171/1000000000000000000000000000000000000""]"
negative_021_pair,864626750866157648718856633593864386133/2500000000000000000000000000000000000000,-2989630740472265864092577030467491752537/12500000000000000000000000000000000,0,-1000000,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1000000"", ""0"", ""-10"", ""11/5"", ""864626750866157648718856633593864386133/2500000000000000000000000000000000000000""]"
positive_infinity_020_hopf_0.1,1588382368687061573048496436870013032897/1000000000000000000000000000000000000000,87136180732697650214751678407662051/12500000000000000000000000000000000,-76198443543907079/1000000000000000000000,-244854472293079060085900671363064820400000/12472206055557677303533460805570143361867,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-244854472293079060085900671363064820400000/12472206055557677303533460805570143361867"", ""-76198443543907079/1000000000000000000000"", ""-10"", ""11/5"", ""1588382368687061573048496436870013032897/1000000000000000000000000000000000000000""]"
negative_021_hopf_1,864626750866157648718856633593864386133/2500000000000000000000000000000000000000,-2989630740472265864092577030467491752537/12500000000000000000000000000000000,13593118103915461/50000000000000000,-1000000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1000000"", ""13593118103915461/50000000000000000"", ""-10"", ""11/5"", ""864626750866157648718856633593864386133/2500000000000000000000000000000000000000""]"
negative_021_hopf_0.1,864626750866157648718856633593864386133/2500000000000000000000000000000000000000,-2989630740472265864092577030467491752537/12500000000000000000000000000000000,13593118103915461/500000000000000000,-1000000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1000000"", ""13593118103915461/500000000000000000"", ""-10"", ""11/5"", ""864626750866157648718856633593864386133/2500000000000000000000000000000000000000""]"
positive_infinity_021_fold,79510969101702080483780369644017111/50000000000000000000000000000000000,700498568677626254825185687227794081/100000000000000000000000000000000000,0,-24502492843388131274125928436138970405/1249241320237445770643168132168376442,binary128_matching,0,,,1,scan_cap,2.3538526683701997e+17,unresolved,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-24502492843388131274125928436138970405/1249241320237445770643168132168376442"", ""0"", ""-10"", ""11/5"", ""79510969101702080483780369644017111/50000000000000000000000000000000000""]"
negative_022_fold,21398530964630873629038748516566871/62500000000000000000000000000000000,-77117471889060390080573766317764419/31250000000000000000000000000,0,-10000000,binary128_matching,0,,,-1,scan_cap,2.3538526683701997e+17,unresolved,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10000000"", ""0"", ""-10"", ""11/5"", ""21398530964630873629038748516566871/62500000000000000000000000000000000""]"
positive_infinity_021_pair,397554845508510404489500987399418787819/250000000000000000000000000000000000000,700498568677626254825185687227794081/100000000000000000000000000000000000,0,-61256232108470328185314821090347426012500/3123103300593614449384510861393606666009,binary128_matching,2,SU,1,1,scan_cap,2.3538526683701997e+17,agree,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-61256232108470328185314821090347426012500/3123103300593614449384510861393606666009"", ""0"", ""-10"", ""11/5"", ""397554845508510404489500987399418787819/250000000000000000000000000000000000000""]"
positive_infinity_021_hopf_1,397554845508510404489500987399418787819/250000000000000000000000000000000000000,700498568677626254825185687227794081/100000000000000000000000000000000000,-11071895391368059/5000000000000000000,-61256232108470328185314821090347426012500/3123103300593614449384510861393606666009,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-61256232108470328185314821090347426012500/3123103300593614449384510861393606666009"", ""-11071895391368059/5000000000000000000"", ""-10"", ""11/5"", ""397554845508510404489500987399418787819/250000000000000000000000000000000000000""]"
positive_infinity_021_hopf_0.1,397554845508510404489500987399418787819/250000000000000000000000000000000000000,700498568677626254825185687227794081/100000000000000000000000000000000000,-22143790782736119/100000000000000000000,-61256232108470328185314821090347426012500/3123103300593614449384510861393606666009,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-61256232108470328185314821090347426012500/3123103300593614449384510861393606666009"", ""-22143790782736119/100000000000000000000"", ""-10"", ""11/5"", ""397554845508510404489500987399418787819/250000000000000000000000000000000000000""]"
positive_infinity_022_fold,159155447310274960683993809292922513/100000000000000000000000000000000000,175742650956989015052354545395005333/25000000000000000000000000000000000,0,-8171617673046593433682363635966702220/416903306804341522507977300740715881,binary128_matching,0,,,1,scan_cap,2.3538526683701997e+17,unresolved,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-8171617673046593433682363635966702220/416903306804341522507977300740715881"", ""0"", ""-10"", ""11/5"", ""159155447310274960683993809292922513/100000000000000000000000000000000000""]"
negative_022_pair,342397712043069112038588259027266524731/1000000000000000000000000000000000000000,-1233646167526239767575529150700068227959/500000000000000000000000000000000,0,-10000000,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10000000"", ""0"", ""-10"", ""11/5"", ""342397712043069112038588259027266524731/1000000000000000000000000000000000000000""]"
positive_infinity_022_pair,397888618275687401724724985466992076797/250000000000000000000000000000000000000,175742650956989015052354545395005333/25000000000000000000000000000000000,0,-61287132547849450752617727269750266650000/3126774801032561418971974840136912844767,binary128_matching,2,SU,1,1,scan_cap,2.3538526683701997e+17,agree,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-61287132547849450752617727269750266650000/3126774801032561418971974840136912844767"", ""0"", ""-10"", ""11/5"", ""397888618275687401724724985466992076797/250000000000000000000000000000000000000""]"
negative_022_hopf_1,342397712043069112038588259027266524731/1000000000000000000000000000000000000000,-1233646167526239767575529150700068227959/500000000000000000000000000000000,12675446161019479/20000000000000000,-10000000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10000000"", ""12675446161019479/20000000000000000"", ""-10"", ""11/5"", ""342397712043069112038588259027266524731/1000000000000000000000000000000000000000""]"
negative_022_hopf_0.1,342397712043069112038588259027266524731/1000000000000000000000000000000000000000,-1233646167526239767575529150700068227959/500000000000000000000000000000000,31688615402548699/500000000000000000,-10000000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10000000"", ""31688615402548699/500000000000000000"", ""-10"", ""11/5"", ""342397712043069112038588259027266524731/1000000000000000000000000000000000000000""]"
positive_infinity_022_hopf_1,397888618275687401724724985466992076797/250000000000000000000000000000000000000,175742650956989015052354545395005333/25000000000000000000000000000000000,-22136367383242413/10000000000000000000,-61287132547849450752617727269750266650000/3126774801032561418971974840136912844767,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-61287132547849450752617727269750266650000/3126774801032561418971974840136912844767"", ""-22136367383242413/10000000000000000000"", ""-10"", ""11/5"", ""397888618275687401724724985466992076797/250000000000000000000000000000000000000""]"
negative_023_fold,340318999216065699056128982203515099/1000000000000000000000000000000000000,-1256493108623277310382581195761333911/50000000000000000000000000000,0,-100000000,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-100000000"", ""0"", ""-10"", ""11/5"", ""340318999216065699056128982203515099/1000000000000000000000000000000000000""]"
negative_023_pair,3403326391669522425701782177720174631849/10000000000000000000000000000000000000000,-12563430691635253317280396045078079049661/500000000000000000000000000000000,0,-100000000,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-100000000"", ""0"", ""-10"", ""11/5"", ""3403326391669522425701782177720174631849/10000000000000000000000000000000000000000""]"
positive_infinity_022_hopf_0.1,397888618275687401724724985466992076797/250000000000000000000000000000000000000,175742650956989015052354545395005333/25000000000000000000000000000000000,-22136367383242413/100000000000000000000,-61287132547849450752617727269750266650000/3126774801032561418971974840136912844767,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-61287132547849450752617727269750266650000/3126774801032561418971974840136912844767"", ""-22136367383242413/100000000000000000000"", ""-10"", ""11/5"", ""397888618275687401724724985466992076797/250000000000000000000000000000000000000""]"
negative_023_hopf_1,3403326391669522425701782177720174631849/10000000000000000000000000000000000000000,-12563430691635253317280396045078079049661/500000000000000000000000000000000,295159518040129/200000000000000,-100000000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-100000000"", ""295159518040129/200000000000000"", ""-10"", ""11/5"", ""3403326391669522425701782177720174631849/10000000000000000000000000000000000000000""]"
negative_023_hopf_0.1,3403326391669522425701782177720174631849/10000000000000000000000000000000000000000,-12563430691635253317280396045078079049661/500000000000000000000000000000000,14757975902006451/100000000000000000,-100000000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-100000000"", ""14757975902006451/100000000000000000"", ""-10"", ""11/5"", ""3403326391669522425701782177720174631849/10000000000000000000000000000000000000000""]"
negative_024_fold,169491135170066246399031371477426369/500000000000000000000000000000000000,-635597618129271289610654913748309941/2500000000000000000000000000,0,-1000000000,binary128_matching,0,,,-1,scan_cap,2.3538526683701997e+17,unresolved,2,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1000000000"", ""0"", ""-10"", ""11/5"", ""169491135170066246399031371477426369/500000000000000000000000000000000000""]"
negative_024_pair,1694957853243755382533279002286056618743/5000000000000000000000000000000000000000,-6355464664318690792133930974853377193827/25000000000000000000000000000000,0,-1000000000,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1000000000"", ""0"", ""-10"", ""11/5"", ""1694957853243755382533279002286056618743/5000000000000000000000000000000000000000""]"
negative_024_hopf_1,1694957853243755382533279002286056618743/5000000000000000000000000000000000000000,-6355464664318690792133930974853377193827/25000000000000000000000000000000,35138481689632961/10000000000000000,-1000000000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1000000000"", ""35138481689632961/10000000000000000"", ""-10"", ""11/5"", ""1694957853243755382533279002286056618743/5000000000000000000000000000000000000000""]"
negative_024_hopf_0.1,1694957853243755382533279002286056618743/5000000000000000000000000000000000000000,-6355464664318690792133930974853377193827/25000000000000000000000000000000,35138481689632961/100000000000000000,-1000000000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1000000000"", ""35138481689632961/100000000000000000"", ""-10"", ""11/5"", ""1694957853243755382533279002286056618743/5000000000000000000000000000000000000000""]"
negative_025_fold,169028426947990488134869563637782083/500000000000000000000000000000000000,-640687314072104630516434799984397087/250000000000000000000000000,0,-10000000000,binary128_matching,0,,,-1,scan_cap,2.3538526683701997e+17,unresolved,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10000000000"", ""0"", ""-10"", ""11/5"", ""169028426947990488134869563637782083/500000000000000000000000000000000000""]"
positive_infinity_023_fold,31851374166745974406444773676128423/20000000000000000000000000000000000,176211348327180710685303666772140287/25000000000000000000000000000000000,0,-4904845393308722842741214667088561148/250365115834205718470892510437412653,binary128_matching,0,,,1,angular_chart_failure,1.9321599304402836e+16,unresolved,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-4904845393308722842741214667088561148/250365115834205718470892510437412653"", ""0"", ""-10"", ""11/5"", ""31851374166745974406444773676128423/20000000000000000000000000000000000""]"
negative_025_pair,1690317592192374810752380484049700835393/5000000000000000000000000000000000000000,-6406506590883877081723814675453290810677/2500000000000000000000000000000,0,-10000000000,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10000000000"", ""0"", ""-10"", ""11/5"", ""1690317592192374810752380484049700835393/5000000000000000000000000000000000000000""]"
negative_025_hopf_1,1690317592192374810752380484049700835393/5000000000000000000000000000000000000000,-6406506590883877081723814675453290810677/2500000000000000000000000000000,43048210199081769/5000000000000000,-10000000000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10000000000"", ""43048210199081769/5000000000000000"", ""-10"", ""11/5"", ""1690317592192374810752380484049700835393/5000000000000000000000000000000000000000""]"
negative_025_hopf_0.1,1690317592192374810752380484049700835393/5000000000000000000000000000000000000000,-6406506590883877081723814675453290810677/2500000000000000000000000000000,43048210199081771/50000000000000000,-10000000000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10000000000"", ""43048210199081771/50000000000000000"", ""-10"", ""11/5"", ""1690317592192374810752380484049700835393/5000000000000000000000000000000000000000""]"
negative_026_fold,168691705714502234402543254675489423/500000000000000000000000000000000000,-644391238190475421572024198569616347/25000000000000000000000000,0,-100000000000,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-100000000000"", ""0"", ""-10"", ""11/5"", ""168691705714502234402543254675489423/500000000000000000000000000000000000""]"
negative_026_pair,1686941938258902380161480269118315821313/5000000000000000000000000000000000000000,-6443638689652073818223717039698525965557/250000000000000000000000000000,0,-100000000000,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-100000000000"", ""0"", ""-10"", ""11/5"", ""1686941938258902380161480269118315821313/5000000000000000000000000000000000000000""]"
negative_026_hopf_1,1686941938258902380161480269118315821313/5000000000000000000000000000000000000000,-6443638689652073818223717039698525965557/250000000000000000000000000000,10917375727520241/500000000000000,-100000000000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-100000000000"", ""10917375727520241/500000000000000"", ""-10"", ""11/5"", ""1686941938258902380161480269118315821313/5000000000000000000000000000000000000000""]"
