label,kind,c_exact,m_exact,K_exact,beta_exact,coefficient_vector,origin_count,origin_stability,origin_roots,section_angle,return_edge,edge_kind,edge_D,outside_outer_D,sign_mismatch,known_pair_supported,remote_roots
events_quad_6,pair,7960756720710279434646967778417551463472697550093/5000000000000000000000000000000000000000000000000,97974380785036262046151922364717063/5000000000000000000000000000000000,880092793585053798382340760939722413218028501583892186643112578602569858935357705449/125000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-97974380785036262046151922364717063/5000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""7960756720710279434646967778417551463472697550093/5000000000000000000000000000000000000000000000000""]",1,S,[4454785377.297331],-1.0659722228154174,2.010328497117133e+17,scan_cap,-15.708416314926517,-0.03255010547770354,False,True,[[]]
events_quad_6,hopf_small,7960756720710279434646967778417551463472697550093/5000000000000000000000000000000000000000000000000,97974380785036262046151922364717063/5000000000000000000000000000000000,880092793585053798382340760939722413218028501583892186643112578602569858935357705449/125000000000000000000000000000000000000000000000000000000000000000000000000000000000,-9281607737906819271054273337733305880563489052671/500000000000000000000000000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-97974380785036262046151922364717063/5000000000000000000000000000000000"", ""-9281607737906819271054273337733305880563489052671/500000000000000000000000000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""7960756720710279434646967778417551463472697550093/5000000000000000000000000000000000000000000000000""]",1,S,[4454785377.297331],-1.0659722228154174,2.010328497117133e+17,scan_cap,-15.708416314926517,-0.03255010547770354,False,True,[[]]
events_quad_6,hopf,7960756720710279434646967778417551463472697550093/5000000000000000000000000000000000000000000000000,97974380785036262046151922364717063/5000000000000000000000000000000000,880092793585053798382340760939722413218028501583892186643112578602569858935357705449/125000000000000000000000000000000000000000000000000000000000000000000000000000000000,-9281607737906819271054273337733305880563489052671/50000000000000000000000000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-97974380785036262046151922364717063/5000000000000000000000000000000000"", ""-9281607737906819271054273337733305880563489052671/50000000000000000000000000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""7960756720710279434646967778417551463472697550093/5000000000000000000000000000000000000000000000000""]",1,S,[4454785377.297331],-1.0659722228154174,2.010328497117133e+17,scan_cap,-15.708416314926517,-0.03255010547770354,False,True,[[]]
events_quad_9,fold,15934058052781371099083577066172161/10000000000000000000000000000000000,97912689192878162276953896741298107/5000000000000000000000000000000000,1765976751091949776934510746660452361102532647514646005944219539391497/250000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-97912689192878162276953896741298107/5000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""15934058052781371099083577066172161/10000000000000000000000000000000000""]",1,S,[4454785377.297331],-1.066006821623721,2.010328497117133e+17,scan_cap,-15.757161035373436,-0.020711573224499347,False,False,[[]]
events_quad_9,pair,3186811610556274219816701180065333703507972439843/2000000000000000000000000000000000000000000000000,97912689192878162276953896741298107/5000000000000000000000000000000000,353195350218389955386886819645606593806710142803140918507445789323940781309660049211/50000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-97912689192878162276953896741298107/5000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""3186811610556274219816701180065333703507972439843/2000000000000000000000000000000000000000000000000""]",1,S,[4454785377.297331],-1.066006821623721,2.010328497117133e+17,scan_cap,-15.757161035373436,-0.020711573224499347,False,True,[[]]
events_quad_9,hopf_small,3186811610556274219816701180065333703507972439843/2000000000000000000000000000000000000000000000000,97912689192878162276953896741298107/5000000000000000000000000000000000,353195350218389955386886819645606593806710142803140918507445789323940781309660049211/50000000000000000000000000000000000000000000000000000000000000000000000000000000000,-11617092620897473460740746433278660097294851498371/1000000000000000000000000000000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-97912689192878162276953896741298107/5000000000000000000000000000000000"", ""-11617092620897473460740746433278660097294851498371/1000000000000000000000000000000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""3186811610556274219816701180065333703507972439843/2000000000000000000000000000000000000000000000000""]",1,S,[4454785377.297331],-1.066006821623721,2.010328497117133e+17,scan_cap,-15.757161035373436,-0.020711573224499347,False,True,[[]]
events_quad_9,hopf,3186811610556274219816701180065333703507972439843/2000000000000000000000000000000000000000000000000,97912689192878162276953896741298107/5000000000000000000000000000000000,353195350218389955386886819645606593806710142803140918507445789323940781309660049211/50000000000000000000000000000000000000000000000000000000000000000000000000000000000,-11617092620897473460740746433278660097294851498371/100000000000000000000000000000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-97912689192878162276953896741298107/5000000000000000000000000000000000"", ""-11617092620897473460740746433278660097294851498371/100000000000000000000000000000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""3186811610556274219816701180065333703507972439843/2000000000000000000000000000000000000000000000000""]",1,S,[4454785377.297331],-1.066006821623721,2.010328497117133e+17,scan_cap,-15.757161035373436,-0.020711573224499347,False,True,[[]]
events_negative_0,fold,484303461366386694912220264731896151/500000000000000000000000000000000000,185686584365890625182491579751142957/5000000000000000000000000000000000,-1250000000008310614239522834743466813280416690896193431123130356423/12500000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-185686584365890625182491579751142957/5000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""484303461366386694912220264731896151/500000000000000000000000000000000000""]",0,,[],-0.9605070678790366,2.010328497117133e+17,scan_cap,-0.037209954701722836,,False,False,[[18205689.644426107]]
events_negative_0,pair,12107587230683658381992887077452478429844423883253/12500000000000000000000000000000000000000000000000,185686584365890625182491579751142957/5000000000000000000000000000000000,-29827313231194427881986500574704860994309164668640280545316330698446734106809669/312500000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-185686584365890625182491579751142957/5000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""12107587230683658381992887077452478429844423883253/12500000000000000000000000000000000000000000000000""]",2,US,"[7.150946467468296, 19.43828783880247]",-0.9605070658815393,2.010328497117133e+17,scan_cap,-0.03703027626639255,-2.0043005566350303e-07,False,True,[[18205689.644426107]]
events_negative_0,hopf_small,12107587230683658381992887077452478429844423883253/12500000000000000000000000000000000000000000000000,185686584365890625182491579751142957/5000000000000000000000000000000000,-29827313231194427881986500574704860994309164668640280545316330698446734106809669/312500000000000000000000000000000000000000000000000000000000000000000000000000000000,6250000000041553071197614173439777/62500000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-185686584365890625182491579751142957/5000000000000000000000000000000000"", ""6250000000041553071197614173439777/62500000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""12107587230683658381992887077452478429844423883253/12500000000000000000000000000000000000000000000000""]",2,US,"[7.150946467468296, 19.43828783880247]",-0.9605070658807856,2.010328497117133e+17,scan_cap,-0.037030269178515596,-2.0015400581385734e-07,False,True,[[18205689.644426107]]
events_negative_0,hopf,12107587230683658381992887077452478429844423883253/12500000000000000000000000000000000000000000000000,185686584365890625182491579751142957/5000000000000000000000000000000000,-29827313231194427881986500574704860994309164668640280545316330698446734106809669/312500000000000000000000000000000000000000000000000000000000000000000000000000000000,6250000000041553071197614173439777/6250000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-185686584365890625182491579751142957/5000000000000000000000000000000000"", ""6250000000041553071197614173439777/6250000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""12107587230683658381992887077452478429844423883253/12500000000000000000000000000000000000000000000000""]",2,US,"[7.150946467468296, 19.43828783880247]",-0.960507065874002,2.010328497117133e+17,scan_cap,-0.03703020547615665,-1.9766573755575223e-07,False,True,[[18205689.644426107]]
events_negative_3,fold,192904025869782316644434037432043291/200000000000000000000000000000000000,1870413735213916378380107317654709/50000000000000000000000000000000,-1499999999999910270483422301308172871473590853824618787485341919491/50000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1870413735213916378380107317654709/50000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""192904025869782316644434037432043291/200000000000000000000000000000000000""]",0,,[],-0.9592342889804969,2.010328497117133e+17,scan_cap,-7.6591613376338685,,False,False,[[11042308.950557224]]
events_negative_3,pair,48226839658678425561877901344333009893541302916977/50000000000000000000000000000000000000000000000000,1870413735213916378380107317654709/50000000000000000000000000000000,-357857464414244599271302701908693027256001541744510461979930554317724766018958377/12500000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1870413735213916378380107317654709/50000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""48226839658678425561877901344333009893541302916977/50000000000000000000000000000000000000000000000000""]",2,US,"[7.150946467468296, 19.43828783880247]",-0.9592336993841617,2.010328497117133e+17,scan_cap,-7.632456989345279,-6.184212881699125e-05,False,True,[[14178605.351434018]]
events_negative_3,hopf_small,48226839658678425561877901344333009893541302916977/50000000000000000000000000000000000000000000000000,1870413735213916378380107317654709/50000000000000000000000000000000,-357857464414244599271302701908693027256001541744510461979930554317724766018958377/12500000000000000000000000000000000000000000000000000000000000000000000000000000000,59999999999996410819336892052333549/2000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1870413735213916378380107317654709/50000000000000000000000000000000"", ""59999999999996410819336892052333549/2000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""48226839658678425561877901344333009893541302916977/50000000000000000000000000000000000000000000000000""]",3,SUS,"[0.022759895093526734, 7.150946467468296, 19.43828783880247]",-0.9592336991617881,2.010328497117133e+17,scan_cap,-7.632455843401303,-6.176003898072935e-05,False,True,[[14178605.351434018]]
events_negative_3,hopf,48226839658678425561877901344333009893541302916977/50000000000000000000000000000000000000000000000000,1870413735213916378380107317654709/50000000000000000000000000000000,-357857464414244599271302701908693027256001541744510461979930554317724766018958377/12500000000000000000000000000000000000000000000000000000000000000000000000000000000,59999999999996410819336892052333549/200000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1870413735213916378380107317654709/50000000000000000000000000000000"", ""59999999999996410819336892052333549/200000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""48226839658678425561877901344333009893541302916977/50000000000000000000000000000000000000000000000000""]",3,SUS,"[0.0618678092503679, 7.150946467468296, 19.43828783880247]",-0.9592336971604263,2.010328497117133e+17,scan_cap,-7.632445529918634,-6.1021232065971986e-05,False,True,[[14178605.351434018]]
events_negative_6,fold,47090103472372197380423185569421093/50000000000000000000000000000000000,389938267001706953908735808874940723/10000000000000000000000000000000000,-500000000000084198603894943116019042564412491076245255623380190427371/2500000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-389938267001706953908735808874940723/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""47090103472372197380423185569421093/50000000000000000000000000000000000""]",0,,[],-0.9520929903168648,2.010328497117133e+17,scan_cap,-20.5496622256292,,False,False,[[1918865.5711364753]]
events_negative_6,pair,94191092348785539339883873455391077393393393385223/100000000000000000000000000000000000000000000000000,389938267001706953908735808874940723/10000000000000000000000000000000000,-953309008538578155185441688275176085556220793244426192900224166113458832181279501481/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-389938267001706953908735808874940723/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""94191092348785539339883873455391077393393393385223/100000000000000000000000000000000000000000000000000""]",2,US,"[7.150946467468296, 19.43828783880247]",-0.9520894161387118,2.010328497117133e+17,scan_cap,-20.510693256425967,-0.0004712434185099035,False,True,[[1918865.5711364753]]
events_negative_6,hopf_small,94191092348785539339883873455391077393393393385223/100000000000000000000000000000000000000000000000000,389938267001706953908735808874940723/10000000000000000000000000000000000,-953309008538578155185441688275176085556220793244426192900224166113458832181279501481/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/10000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-389938267001706953908735808874940723/10000000000000000000000000000000000"", ""1/10000000"", ""-10"", ""11/5"", ""94191092348785539339883873455391077393393393385223/100000000000000000000000000000000000000000000000000""]",3,SUS,"[0.013804574186067098, 7.150946467468296, 19.43828783880247]",-0.9520894154653725,2.010328497117133e+17,scan_cap,-20.510692258525395,-0.00047098511342147376,False,True,[[1918865.5711364753]]
events_negative_6,hopf,94191092348785539339883873455391077393393393385223/100000000000000000000000000000000000000000000000000,389938267001706953908735808874940723/10000000000000000000000000000000000,-953309008538578155185441688275176085556220793244426192900224166113458832181279501481/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/1000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-389938267001706953908735808874940723/10000000000000000000000000000000000"", ""1/1000000"", ""-10"", ""11/5"", ""94191092348785539339883873455391077393393393385223/100000000000000000000000000000000000000000000000000""]",3,SUS,"[0.04818269829109883, 7.150946467468296, 19.43828783880247]",-0.9520894094053208,2.010328497117133e+17,scan_cap,-20.51068327740119,-0.0004686603648202947,False,True,[[1918865.5711364753]]
events_negative_9,fold,849103726246353507080233399046273819/1000000000000000000000000000000000000,94466977240265381391871699418729171/2000000000000000000000000000000000,-10000000000000066093728295119171400813367524596011880861024013442385461/10000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-94466977240265381391871699418729171/2000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""849103726246353507080233399046273819/1000000000000000000000000000000000000""]",0,,[],-0.9221149372285785,2.010328497117133e+17,scan_cap,-30.13985547053573,,False,False,[[57944.71938749432]]
events_negative_9,pair,10619746224851384432031886722026738703980744834669/12500000000000000000000000000000000000000000000000,94466977240265381391871699418729171/2000000000000000000000000000000000,-118817503391857012857040800925904840750164718976881387816458698235445010640693276611/125000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-94466977240265381391871699418729171/2000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""10619746224851384432031886722026738703980744834669/12500000000000000000000000000000000000000000000000""]",2,US,"[7.150946467468296, 15.13855379042673]",-0.9221038206078955,2.010328497117133e+17,scan_cap,-30.108349643359702,-0.00034786652631879633,False,True,[[57944.71938749432]]
events_negative_9,hopf_small,10619746224851384432031886722026738703980744834669/12500000000000000000000000000000000000000000000000,94466977240265381391871699418729171/2000000000000000000000000000000000,-118817503391857012857040800925904840750164718976881387816458698235445010640693276611/125000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/10000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-94466977240265381391871699418729171/2000000000000000000000000000000000"", ""1/10000000"", ""-10"", ""11/5"", ""10619746224851384432031886722026738703980744834669/12500000000000000000000000000000000000000000000000""]",3,SUS,"[0.006520819120330114, 7.150946467468296, 15.13855379042673]",-0.922103820179665,2.010328497117133e+17,scan_cap,-30.10834942060537,-0.00034767616562447756,False,True,[[57944.71938749432]]
events_negative_9,hopf,10619746224851384432031886722026738703980744834669/12500000000000000000000000000000000000000000000000,94466977240265381391871699418729171/2000000000000000000000000000000000,-118817503391857012857040800925904840750164718976881387816458698235445010640693276611/125000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/1000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-94466977240265381391871699418729171/2000000000000000000000000000000000"", ""1/1000000"", ""-10"", ""11/5"", ""10619746224851384432031886722026738703980744834669/12500000000000000000000000000000000000000000000000""]",3,SUS,"[0.022759895093526734, 7.150946467468296, 15.13855379042673]",-0.9221038163255897,2.010328497117133e+17,scan_cap,-30.10834741581096,-0.00034596292080690816,False,True,[[57944.71938749432]]
events_negative_12,fold,709609736936958544219206531634188043/1000000000000000000000000000000000000,695011961732660460977973998727451057/10000000000000000000000000000000000,-149999999998622734995814584327106152118202060218445184613900624611774039/50000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-695011961732660460977973998727451057/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""709609736936958544219206531634188043/1000000000000000000000000000000000000""]",0,,[],-0.876355233739052,2.010328497117133e+17,scan_cap,-33.262721159545116,,False,False,[[6107.328490896728]]
events_negative_12,pair,71057362541031841688455019000996453009276395102111/100000000000000000000000000000000000000000000000000,695011961732660460977973998727451057/10000000000000000000000000000000000,-14263094579224794733200066502515594879256567710757228796578354459571369348459031305403/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-695011961732660460977973998727451057/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""71057362541031841688455019000996453009276395102111/100000000000000000000000000000000000000000000000000""]",2,US,"[7.150946467468296, 15.13855379042673]",-0.8763433055341129,2.010328497117133e+17,scan_cap,-33.23655978439196,-0.0005349245227597166,False,True,[[6107.328490896728]]
events_negative_12,hopf_small,71057362541031841688455019000996453009276395102111/100000000000000000000000000000000000000000000000000,695011961732660460977973998727451057/10000000000000000000000000000000000,-14263094579224794733200066502515594879256567710757228796578354459571369348459031305403/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/10000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-695011961732660460977973998727451057/10000000000000000000000000000000000"", ""1/10000000"", ""-10"", ""11/5"", ""71057362541031841688455019000996453009276395102111/100000000000000000000000000000000000000000000000000""]",3,SUS,"[0.005078419037180083, 7.150946467468296, 15.13855379042673]",-0.8763433053618483,2.010328497117133e+17,scan_cap,-33.23655968610534,-0.0005347906313208917,False,True,[[6107.328490896728]]
events_negative_12,hopf,71057362541031841688455019000996453009276395102111/100000000000000000000000000000000000000000000000000,695011961732660460977973998727451057/10000000000000000000000000000000000,-14263094579224794733200066502515594879256567710757228796578354459571369348459031305403/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/1000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-695011961732660460977973998727451057/10000000000000000000000000000000000"", ""1/1000000"", ""-10"", ""11/5"", ""71057362541031841688455019000996453009276395102111/100000000000000000000000000000000000000000000000000""]",3,SUS,"[0.013804574186067098, 7.150946467468296, 15.13855379042673]",-0.8763433038114673,2.010328497117133e+17,scan_cap,-33.236558801533036,-0.0005335856080921353,False,True,[[6107.328490896728]]
events_negative_15,fold,582877692512661072779208171523131101/1000000000000000000000000000000000000,120426057391808083810369246702330817/1000000000000000000000000000000000,-39999999998762157966606652736187084024537687997699053450196887802165313/5000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-120426057391808083810369246702330817/1000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""582877692512661072779208171523131101/1000000000000000000000000000000000000""]",0,,[],-0.8365117130886179,2.010328497117133e+17,scan_cap,-34.23397179219523,,False,False,[[2719.389511420274]]
events_negative_15,pair,58415015900700965010397491838958640065196912127853/100000000000000000000000000000000000000000000000000,120426057391808083810369246702330817/1000000000000000000000000000000000,-3831438064490883726051295183929285574680948347030792295417783889684110535827734595089/500000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-120426057391808083810369246702330817/1000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""58415015900700965010397491838958640065196912127853/100000000000000000000000000000000000000000000000000""]",2,US,"[9.181997017602711, 19.43828783880247]",-0.8365045008559049,2.010328497117133e+17,scan_cap,-34.20841841784507,-0.0018175565289828555,False,True,[[2747.4173282547017]]
events_negative_15,hopf_small,58415015900700965010397491838958640065196912127853/100000000000000000000000000000000000000000000000000,120426057391808083810369246702330817/1000000000000000000000000000000000,-3831438064490883726051295183929285574680948347030792295417783889684110535827734595089/500000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/10000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-120426057391808083810369246702330817/1000000000000000000000000000000000"", ""1/10000000"", ""-10"", ""11/5"", ""58415015900700965010397491838958640065196912127853/100000000000000000000000000000000000000000000000000""]",3,SUS,"[0.003955076722920578, 9.181997017602711, 19.43828783880247]",-0.8365045008061128,2.010328497117133e+17,scan_cap,-34.208418357842504,-0.0018174615462305255,False,True,[[2747.4173282547017]]
events_negative_15,hopf,58415015900700965010397491838958640065196912127853/100000000000000000000000000000000000000000000000000,120426057391808083810369246702330817/1000000000000000000000000000000000,-3831438064490883726051295183929285574680948347030792295417783889684110535827734595089/500000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/1000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-120426057391808083810369246702330817/1000000000000000000000000000000000"", ""1/1000000"", ""-10"", ""11/5"", ""58415015900700965010397491838958640065196912127853/100000000000000000000000000000000000000000000000000""]",3,SUS,"[0.010751013186076358, 9.181997017602711, 19.43828783880247]",-0.8365045003579866,2.010328497117133e+17,scan_cap,-34.20841781781943,-0.0018166067034912636,False,True,[[2747.4173282547017]]
events_negative_17,fold,521941868559939817291731573727868683/1000000000000000000000000000000000000,36419526030312510672994727583922411/200000000000000000000000000000000,-14999999999947082212301637412045589192010652538930147462205317043698157/1000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-36419526030312510672994727583922411/200000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""521941868559939817291731573727868683/1000000000000000000000000000000000000""]",0,,[],-0.8187400175357112,2.010328497117133e+17,scan_cap,-34.39104356103716,,False,False,[[2246.7605922815164]]
events_negative_17,pair,13081748888223723320397994253829479576961023741201/25000000000000000000000000000000000000000000000000,36419526030312510672994727583922411/200000000000000000000000000000000,-361698718065631815246985273042953320721329194572269618793311072541306485709392488279/25000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-36419526030312510672994727583922411/200000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""13081748888223723320397994253829479576961023741201/25000000000000000000000000000000000000000000000000""]",2,US,"[11.789917546552921, 24.9592556419146]",-0.8187355421900118,2.010328497117133e+17,scan_cap,-34.365076015700495,-0.0027700738246565493,False,True,[[2246.7605922815164]]
events_negative_17,hopf_small,13081748888223723320397994253829479576961023741201/25000000000000000000000000000000000000000000000000,36419526030312510672994727583922411/200000000000000000000000000000000,-361698718065631815246985273042953320721329194572269618793311072541306485709392488279/25000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/10000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-36419526030312510672994727583922411/200000000000000000000000000000000"", ""1/10000000"", ""-10"", ""11/5"", ""13081748888223723320397994253829479576961023741201/25000000000000000000000000000000000000000000000000""]",3,SUS,"[0.003080216848918032, 11.789917546552921, 24.9592556419146]",-0.8187355421696656,2.010328497117133e+17,scan_cap,-34.36507596869973,-0.002769996955879872,False,True,[[2246.7605922815164]]
events_negative_17,hopf,13081748888223723320397994253829479576961023741201/25000000000000000000000000000000000000000000000000,36419526030312510672994727583922411/200000000000000000000000000000000,-361698718065631815246985273042953320721329194572269618793311072541306485709392488279/25000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/1000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-36419526030312510672994727583922411/200000000000000000000000000000000"", ""1/1000000"", ""-10"", ""11/5"", ""13081748888223723320397994253829479576961023741201/25000000000000000000000000000000000000000000000000""]",3,SUS,"[0.010751013186076358, 11.789917546552921, 24.9592556419146]",-0.8187355419865482,2.010328497117133e+17,scan_cap,-34.36507554568586,-0.002769305134485922,False,True,[[2246.7605922815164]]
events_negative_19,fold,14777404213146858632864511390491463/31250000000000000000000000000000000,148775368256548554138018386515161783/500000000000000000000000000000000,-2343749999530955408678266112996281939234204315614090890730797421056181/78125000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-148775368256548554138018386515161783/500000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""14777404213146858632864511390491463/31250000000000000000000000000000000""]",0,,[],-0.8055866415121752,2.010328497117133e+17,scan_cap,-34.33533431123441,,False,False,[[2678.5368448874206]]
events_negative_19,pair,47416124373936122615289514133945530892243853595317/100000000000000000000000000000000000000000000000000,148775368256548554138018386515161783/500000000000000000000000000000000,-7289819112937078652018764659239120633614862275966387094670059041467386139518872127679/250000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-148775368256548554138018386515161783/500000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""47416124373936122615289514133945530892243853595317/100000000000000000000000000000000000000000000000000""]",2,US,"[15.13855379042673, 32.04831862582525]",-0.8055841965783597,2.010328497117133e+17,scan_cap,-34.30893316175964,-0.0005068062956397057,False,True,[[2699.5448697329252]]
events_negative_19,hopf_small,47416124373936122615289514133945530892243853595317/100000000000000000000000000000000000000000000000000,148775368256548554138018386515161783/500000000000000000000000000000000,-7289819112937078652018764659239120633614862275966387094670059041467386139518872127679/250000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/10000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-148775368256548554138018386515161783/500000000000000000000000000000000"", ""1/10000000"", ""-10"", ""11/5"", ""47416124373936122615289514133945530892243853595317/100000000000000000000000000000000000000000000000000""]",3,SUS,"[0.003080216848918032, 15.13855379042673, 32.04831862582525]",-0.8055841965711233,2.010328497117133e+17,scan_cap,-34.308933124869064,-0.0005067450839866261,False,True,[[2699.5448697329252]]
events_negative_19,hopf,47416124373936122615289514133945530892243853595317/100000000000000000000000000000000000000000000000000,148775368256548554138018386515161783/500000000000000000000000000000000,-7289819112937078652018764659239120633614862275966387094670059041467386139518872127679/250000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/1000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-148775368256548554138018386515161783/500000000000000000000000000000000"", ""1/1000000"", ""-10"", ""11/5"", ""47416124373936122615289514133945530892243853595317/100000000000000000000000000000000000000000000000000""]",3,SUS,"[0.008372897488127267, 15.13855379042673, 32.04831862582525]",-0.8055841965059971,2.010328497117133e+17,scan_cap,-34.30893279285012,-0.0005061941761255184,False,True,[[2699.5448697329252]]
